Id,Period,Data_value,Series_title_2
16592,2007.03,254.1,Motor vehicles excl. fuel
16593,2007.06,252.1,Motor vehicles excl. fuel
16594,2007.09,264.7,Motor vehicles excl. fuel
16595,2007.12,288.6,Motor vehicles excl. fuel
16596,2008.03,270.8,Motor vehicles excl. fuel
16597,2008.06,260.2,Motor vehicles excl. fuel
16598,2008.09,261.6,Motor vehicles excl. fuel
16599,2008.12,288.3,Motor vehicles excl. fuel
16600,2009.03,273.3,Motor vehicles excl. fuel
16601,2009.06,267.9,Motor vehicles excl. fuel
16602,2009.09,278.6,Motor vehicles excl. fuel
16603,2009.12,301.4,Motor vehicles excl. fuel
16604,2010.03,285.7,Motor vehicles excl. fuel
16605,2010.06,277.4,Motor vehicles excl. fuel
16606,2010.09,292,Motor vehicles excl. fuel
16607,2010.12,314.3,Motor vehicles excl. fuel
16608,2011.03,294.7,Motor vehicles excl. fuel
16609,2011.06,298.9,Motor vehicles excl. fuel
16610,2011.09,310.3,Motor vehicles excl. fuel
16611,2011.12,334.8,Motor vehicles excl. fuel
16612,2012.03,324.5,Motor vehicles excl. fuel
16613,2012.06,318.2,Motor vehicles excl. fuel
16614,2012.09,330.2,Motor vehicles excl. fuel
16615,2012.12,360.1,Motor vehicles excl. fuel
16616,2013.03,345.8,Motor vehicles excl. fuel
16617,2013.06,348.9,Motor vehicles excl. fuel
16618,2013.09,360.8,Motor vehicles excl. fuel
16619,2013.12,401.1,Motor vehicles excl. fuel
16620,2014.03,383.3,Motor vehicles excl. fuel
16621,2014.06,386.3,Motor vehicles excl. fuel
16622,2014.09,397.2,Motor vehicles excl. fuel
16623,2014.12,430.7,Motor vehicles excl. fuel
16624,2015.03,420.6,Motor vehicles excl. fuel
16625,2015.06,417.8,Motor vehicles excl. fuel
16626,2015.09,446.3,Motor vehicles excl. fuel
16627,2015.12,478.1,Motor vehicles excl. fuel
16628,2016.03,457.7,Motor vehicles excl. fuel
16629,2016.06,465.9,Motor vehicles excl. fuel
16630,2016.09,479.2,Motor vehicles excl. fuel
16631,2016.12,505.1,Motor vehicles excl. fuel
16632,2017.03,488.7,Motor vehicles excl. fuel
16633,2017.06,485.8,Motor vehicles excl. fuel
16634,2017.09,503.2,Motor vehicles excl. fuel
16635,2017.12,534.1,Motor vehicles excl. fuel
16636,2018.03,515.4,Motor vehicles excl. fuel
16637,2018.06,507.1,Motor vehicles excl. fuel
16638,2018.09,523.9,Motor vehicles excl. fuel
16639,2018.12,551.6,Motor vehicles excl. fuel
16640,2019.03,534.9,Motor vehicles excl. fuel
16641,2019.06,521.8,Motor vehicles excl. fuel
16642,2019.09,552.1,Motor vehicles excl. fuel
16643,2019.12,580.1,Motor vehicles excl. fuel
16644,2020.03,520,Motor vehicles excl. fuel
16645,2020.06,423.2,Motor vehicles excl. fuel
16646,2020.09,611.6,Motor vehicles excl. fuel
16647,2020.12,631.2,Motor vehicles excl. fuel
16648,2021.03,585.4,Motor vehicles excl. fuel
16649,2021.06,600.3,Motor vehicles excl. fuel
16650,2021.09,488.3,Motor vehicles excl. fuel
16651,2021.12,641.1,Motor vehicles excl. fuel
16652,2022.03,596.1,Motor vehicles excl. fuel
16653,2022.06,592.5,Motor vehicles excl. fuel
16654,2022.09,609.8,Motor vehicles excl. fuel
16655,2022.12,649.2,Motor vehicles excl. fuel
16656,2000.03,,Fuel
16657,2000.06,,Fuel
16658,2000.09,,Fuel
16659,2000.12,,Fuel
16660,2001.03,,Fuel
16661,2001.06,,Fuel
16662,2001.09,,Fuel
16663,2001.12,,Fuel
16664,2002.03,,Fuel
16665,2002.06,,Fuel
16666,2002.09,,Fuel
16667,2002.12,602.8,Fuel
16668,2003.03,636.9,Fuel
16669,2003.06,571.8,Fuel
16670,2003.09,614.1,Fuel
16671,2003.12,690.4,Fuel
16672,2004.03,769.1,Fuel
16673,2004.06,786.3,Fuel
16674,2004.09,819.1,Fuel
16675,2004.12,862.8,Fuel
16676,2005.03,878.5,Fuel
16677,2005.06,884.2,Fuel
16678,2005.09,975.8,Fuel
16679,2005.12,1005.4,Fuel
16680,2006.03,1058.1,Fuel
16681,2006.06,1136.8,Fuel
16682,2006.09,1150.2,Fuel
16683,2006.12,1073.5,Fuel
16684,2007.03,1087.9,Fuel
16685,2007.06,1102.7,Fuel
16686,2007.09,1134.8,Fuel
16687,2007.12,1271.7,Fuel
16688,2008.03,1319.4,Fuel
16689,2008.06,1397,Fuel
16690,2008.09,1448.7,Fuel
16691,2008.12,1265.2,Fuel
16692,2009.03,1176.6,Fuel
16693,2009.06,1162.9,Fuel
16694,2009.09,1200,Fuel
16695,2009.12,1274.8,Fuel
16696,2010.03,1331.4,Fuel
16697,2010.06,1296.3,Fuel
16698,2010.09,1285.1,Fuel
16699,2010.12,1438.1,Fuel
16700,2011.03,1518.5,Fuel
16701,2011.06,1478.2,Fuel
16702,2011.09,1436.4,Fuel
16703,2011.12,1618.7,Fuel
16704,2012.03,1641.1,Fuel
16705,2012.06,1597.4,Fuel
16706,2012.09,1659.1,Fuel
16707,2012.12,1799.2,Fuel
16708,2013.03,1833.2,Fuel
16709,2013.06,1807.9,Fuel
16710,2013.09,1913.1,Fuel
16711,2013.12,2016,Fuel
16712,2014.03,1981.3,Fuel
16713,2014.06,1913.9,Fuel
16714,2014.09,1881.6,Fuel
16715,2014.12,1932.5,Fuel
16716,2015.03,1716.5,Fuel
16717,2015.06,1777.5,Fuel
16718,2015.09,1803.9,Fuel
16719,2015.12,1851.3,Fuel
16720,2016.03,1710.8,Fuel
16721,2016.06,1703.1,Fuel
16722,2016.09,1691.3,Fuel
16723,2016.12,1875.8,Fuel
16724,2017.03,1888.2,Fuel
16725,2017.06,1791.3,Fuel
16726,2017.09,1710.1,Fuel
16727,2017.12,1945.7,Fuel
16728,2018.03,1935.5,Fuel
16729,2018.06,1884.2,Fuel
16730,2018.09,1915.5,Fuel
16731,2018.12,1943.6,Fuel
16732,2019.03,1765,Fuel
16733,2019.06,1742,Fuel
16734,2019.09,1687.8,Fuel
16735,2019.12,1838.1,Fuel
16736,2020.03,1700.8,Fuel
16737,2020.06,1046.2,Fuel
16738,2020.09,1477.3,Fuel
16739,2020.12,1597.9,Fuel
16740,2021.03,1565.7,Fuel
16741,2021.06,1626.3,Fuel
16742,2021.09,1388.2,Fuel
16743,2021.12,1660.3,Fuel
16744,2022.03,1700.7,Fuel
16745,2022.06,1794.9,Fuel
16746,2022.09,1768.5,Fuel
16747,2022.12,1833.8,Fuel
16748,2000.03,,Non-retail excl. services
16749,2000.06,,Non-retail excl. services
16750,2000.09,,Non-retail excl. services
16751,2000.12,,Non-retail excl. services
16752,2001.03,,Non-retail excl. services
16753,2001.06,,Non-retail excl. services
16754,2001.09,,Non-retail excl. services
16755,2001.12,,Non-retail excl. services
16756,2002.03,,Non-retail excl. services
16757,2002.06,,Non-retail excl. services
16758,2002.09,,Non-retail excl. services
16759,2002.12,1738.2,Non-retail excl. services
16760,2003.03,1762.4,Non-retail excl. services
16761,2003.06,1738.7,Non-retail excl. services
16762,2003.09,1932.5,Non-retail excl. services
16763,2003.12,2039.7,Non-retail excl. services
16764,2004.03,2181.4,Non-retail excl. services
16765,2004.06,2118,Non-retail excl. services
16766,2004.09,2254.1,Non-retail excl. services
16767,2004.12,2324.2,Non-retail excl. services
16768,2005.03,2300.9,Non-retail excl. services
16769,2005.06,2253.3,Non-retail excl. services
16770,2005.09,2422.8,Non-retail excl. services
16771,2005.12,2475.2,Non-retail excl. services
16772,2006.03,2565.6,Non-retail excl. services
16773,2006.06,2487.4,Non-retail excl. services
16774,2006.09,2651.2,Non-retail excl. services
16775,2006.12,2772.1,Non-retail excl. services
16776,2007.03,2871.6,Non-retail excl. services
16777,2007.06,2786.3,Non-retail excl. services
16778,2007.09,2950.4,Non-retail excl. services
16779,2007.12,3076.1,Non-retail excl. services
16780,2008.03,3094.7,Non-retail excl. services
16781,2008.06,2987.7,Non-retail excl. services
16782,2008.09,3128.4,Non-retail excl. services
16783,2008.12,3070.4,Non-retail excl. services
16784,2009.03,2987.9,Non-retail excl. services
16785,2009.06,2937.9,Non-retail excl. services
16786,2009.09,3148.5,Non-retail excl. services
16787,2009.12,3136.3,Non-retail excl. services
16788,2010.03,3177.2,Non-retail excl. services
16789,2010.06,3066.5,Non-retail excl. services
16790,2010.09,3266.4,Non-retail excl. services
16791,2010.12,3282.8,Non-retail excl. services
16792,2011.03,3311.5,Non-retail excl. services
16793,2011.06,3258.7,Non-retail excl. services
16794,2011.09,3402.2,Non-retail excl. services
16795,2011.12,3438.9,Non-retail excl. services
16796,2012.03,3531.8,Non-retail excl. services
16797,2012.06,3403,Non-retail excl. services
16798,2012.09,3474.9,Non-retail excl. services
16799,2012.12,3545.1,Non-retail excl. services
16800,2013.03,3585.7,Non-retail excl. services
16801,2013.06,3568.9,Non-retail excl. services
16802,2013.09,3727.3,Non-retail excl. services
16803,2013.12,3717.6,Non-retail excl. services
16804,2014.03,3770.6,Non-retail excl. services
16805,2014.06,3676,Non-retail excl. services
16806,2014.09,3799.4,Non-retail excl. services
16807,2014.12,3910.7,Non-retail excl. services
16808,2015.03,3936.9,Non-retail excl. services
16809,2015.06,3868.8,Non-retail excl. services
16810,2015.09,4098.1,Non-retail excl. services
16811,2015.12,4135.9,Non-retail excl. services
16812,2016.03,4206.8,Non-retail excl. services
16813,2016.06,4139.4,Non-retail excl. services
16814,2016.09,4283.8,Non-retail excl. services
16815,2016.12,4342.5,Non-retail excl. services
16816,2017.03,4935.5,Non-retail excl. services
16817,2017.06,4834.9,Non-retail excl. services
16818,2017.09,5007,Non-retail excl. services
16819,2017.12,5137.1,Non-retail excl. services
16820,2018.03,5164.3,Non-retail excl. services
16821,2018.06,5097.2,Non-retail excl. services
16822,2018.09,5279.6,Non-retail excl. services
16823,2018.12,5371.8,Non-retail excl. services
16824,2019.03,5393.4,Non-retail excl. services
16825,2019.06,5300.3,Non-retail excl. services
16826,2019.09,5552.6,Non-retail excl. services
16827,2019.12,5494.3,Non-retail excl. services
16828,2020.03,5146.6,Non-retail excl. services
16829,2020.06,3545.5,Non-retail excl. services
16830,2020.09,4898.3,Non-retail excl. services
16831,2020.12,5022.1,Non-retail excl. services
16832,2021.03,4761,Non-retail excl. services
16833,2021.06,5041.4,Non-retail excl. services
16834,2021.09,4668.7,Non-retail excl. services
16835,2021.12,4880.9,Non-retail excl. services
16836,2022.03,4986.1,Non-retail excl. services
16837,2022.06,5581.6,Non-retail excl. services
16838,2022.09,5957.1,Non-retail excl. services
16839,2022.12,5904.8,Non-retail excl. services
16840,2002.12,2280.7,Consumables
16841,2003.03,2323.6,Consumables
16842,2003.06,2364.9,Consumables
16843,2003.09,2421.7,Consumables
16844,2003.12,2455.4,Consumables
16845,2004.03,2480.4,Consumables
16846,2004.06,2537.5,Consumables
16847,2004.09,2591.8,Consumables
16848,2004.12,2625.7,Consumables
16849,2005.03,2720.9,Consumables
16850,2005.06,2758,Consumables
16851,2005.09,2821.3,Consumables
16852,2005.12,2871.8,Consumables
16853,2006.03,2906.6,Consumables
16854,2006.06,3002.4,Consumables
16855,2006.09,3044.9,Consumables
16856,2006.12,3126.2,Consumables
16857,2007.03,3181.9,Consumables
16858,2007.06,3243.7,Consumables
16859,2007.09,3290.1,Consumables
16860,2007.12,3344.6,Consumables
16861,2008.03,3405.5,Consumables
16862,2008.06,3415,Consumables
16863,2008.09,3501.3,Consumables
16864,2008.12,3602.1,Consumables
16865,2009.03,3680.4,Consumables
16866,2009.06,3774.8,Consumables
16867,2009.09,3810.5,Consumables
16868,2009.12,3801.3,Consumables
16869,2010.03,3842.5,Consumables
16870,2010.06,3862,Consumables
16871,2010.09,3960.7,Consumables
16872,2010.12,4099.2,Consumables
16873,2011.03,4155.4,Consumables
16874,2011.06,4265.8,Consumables
16875,2011.09,4318.7,Consumables
16876,2011.12,4326.5,Consumables
16877,2012.03,4365.8,Consumables
16878,2012.06,4445.6,Consumables
16879,2012.09,4487.7,Consumables
16880,2012.12,4507.9,Consumables
16881,2013.03,4544.7,Consumables
16882,2013.06,4536.5,Consumables
16883,2013.09,4615.7,Consumables
16884,2013.12,4667.2,Consumables
16885,2014.03,4698.4,Consumables
16886,2014.06,4797.3,Consumables
16887,2014.09,4842.3,Consumables
16888,2014.12,4905.7,Consumables
16889,2015.03,5014.7,Consumables
16890,2015.06,5046,Consumables
16891,2015.09,5126.8,Consumables
16892,2015.12,5217.7,Consumables
16893,2016.03,5258.5,Consumables
16894,2016.06,5315.1,Consumables
16895,2016.09,5371,Consumables
16896,2016.12,5469.1,Consumables
16897,2017.03,5599.1,Consumables
16898,2017.06,5743.8,Consumables
16899,2017.09,5787.2,Consumables
16900,2017.12,5849.6,Consumables
16901,2018.03,5936.1,Consumables
16902,2018.06,5915.6,Consumables
16903,2018.09,6051.8,Consumables
16904,2018.12,6105.2,Consumables
16905,2019.03,6152.7,Consumables
16906,2019.06,6224.9,Consumables
16907,2019.09,6273.3,Consumables
16908,2019.12,6292,Consumables
16909,2020.03,6864.9,Consumables
16910,2020.06,6910.8,Consumables
16911,2020.09,6976.6,Consumables
16912,2020.12,6769.7,Consumables
16913,2021.03,6701.4,Consumables
16914,2021.06,6910.7,Consumables
16915,2021.09,7377.2,Consumables
16916,2021.12,7178.3,Consumables
16917,2022.03,7107.7,Consumables
16918,2022.06,7217,Consumables
16919,2022.09,7372.8,Consumables
16920,2022.12,7526.7,Consumables
16921,2002.12,2037.6,Durables
16922,2003.03,2075.4,Durables
16923,2003.06,2119.4,Durables
16924,2003.09,2174.6,Durables
16925,2003.12,2231.9,Durables
16926,2004.03,2223.3,Durables
16927,2004.06,2279.8,Durables
16928,2004.09,2310.5,Durables
16929,2004.12,2341.9,Durables
16930,2005.03,2415.5,Durables
16931,2005.06,2453.4,Durables
16932,2005.09,2498.7,Durables
16933,2005.12,2512.3,Durables
16934,2006.03,2529.6,Durables
16935,2006.06,2607.7,Durables
16936,2006.09,2650.8,Durables
16937,2006.12,2700.1,Durables
16938,2007.03,2768.7,Durables
16939,2007.06,2811.2,Durables
16940,2007.09,2847.2,Durables
16941,2007.12,2845.6,Durables
16942,2008.03,2807.9,Durables
16943,2008.06,2773.9,Durables
16944,2008.09,2780.6,Durables
16945,2008.12,2810.4,Durables
16946,2009.03,2826.4,Durables
16947,2009.06,2810.8,Durables
16948,2009.09,2808.9,Durables
16949,2009.12,2807.6,Durables
16950,2010.03,2859.7,Durables
16951,2010.06,2810.7,Durables
16952,2010.09,2854.6,Durables
16953,2010.12,2842.8,Durables
16954,2011.03,2847.1,Durables
16955,2011.06,2890.6,Durables
16956,2011.09,2934,Durables
16957,2011.12,2963.6,Durables
16958,2012.03,2964.7,Durables
16959,2012.06,2979.6,Durables
16960,2012.09,3013.5,Durables
16961,2012.12,3063.1,Durables
16962,2013.03,3105.5,Durables
16963,2013.06,3170.1,Durables
16964,2013.09,3198.1,Durables
16965,2013.12,3218.2,Durables
16966,2014.03,3228.9,Durables
16967,2014.06,3250,Durables
16968,2014.09,3283.4,Durables
16969,2014.12,3348.7,Durables
16970,2015.03,3436.9,Durables
16971,2015.06,3429.5,Durables
16972,2015.09,3488.1,Durables
16973,2015.12,3541.1,Durables
16974,2016.03,3592,Durables
16975,2016.06,3651.7,Durables
16976,2016.09,3686,Durables
16977,2016.12,3687.3,Durables
16978,2017.03,3770.4,Durables
16979,2017.06,3832.9,Durables
16980,2017.09,3876.1,Durables
16981,2017.12,3930,Durables
16982,2018.03,3965.6,Durables
16983,2018.06,4004.7,Durables
16984,2018.09,4071.2,Durables
16985,2018.12,4093.8,Durables
16986,2019.03,4156.2,Durables
16987,2019.06,4180.9,Durables
16988,2019.09,4241.4,Durables
16989,2019.12,4338.7,Durables
16990,2020.03,4401.1,Durables
16991,2020.06,3628.1,Durables
16992,2020.09,4833.6,Durables
16993,2020.12,4752.5,Durables
16994,2021.03,4844.1,Durables
16995,2021.06,5030.5,Durables
16996,2021.09,4127.7,Durables
16997,2021.12,4923.1,Durables
16998,2022.03,4986.6,Durables
16999,2022.06,4999.1,Durables
17000,2022.09,5037.5,Durables
17001,2022.12,4963.5,Durables
17002,2002.12,920.1,Hospitality
17003,2003.03,943,Hospitality
17004,2003.06,931.3,Hospitality
17005,2003.09,933.8,Hospitality
17006,2003.12,950.4,Hospitality
17007,2004.03,976.5,Hospitality
17008,2004.06,1015.1,Hospitality
17009,2004.09,1049,Hospitality
17010,2004.12,1068.5,Hospitality
17011,2005.03,1088.9,Hospitality
17012,2005.06,1107.1,Hospitality
17013,2005.09,1126.6,Hospitality
17014,2005.12,1150.5,Hospitality
17015,2006.03,1179.7,Hospitality
17016,2006.06,1214.3,Hospitality
17017,2006.09,1259.4,Hospitality
17018,2006.12,1318.5,Hospitality
17019,2007.03,1357.4,Hospitality
17020,2007.06,1388.3,Hospitality
17021,2007.09,1418.4,Hospitality
17022,2007.12,1429.7,Hospitality
17023,2008.03,1458.1,Hospitality
17024,2008.06,1465.4,Hospitality
17025,2008.09,1468.1,Hospitality
17026,2008.12,1483.6,Hospitality
17027,2009.03,1494,Hospitality
17028,2009.06,1507.6,Hospitality
17029,2009.09,1530.9,Hospitality
17030,2009.12,1551.1,Hospitality
17031,2010.03,1564,Hospitality
17032,2010.06,1580.3,Hospitality
17033,2010.09,1602.2,Hospitality
17034,2010.12,1627.3,Hospitality
17035,2011.03,1672,Hospitality
17036,2011.06,1716,Hospitality
17037,2011.09,1769.6,Hospitality
17038,2011.12,1777.6,Hospitality
17039,2012.03,1781.6,Hospitality
17040,2012.06,1819,Hospitality
17041,2012.09,1839.6,Hospitality
17042,2012.12,1871.5,Hospitality
17043,2013.03,1903.1,Hospitality
17044,2013.06,1957.9,Hospitality
17045,2013.09,2010.7,Hospitality
17046,2013.12,2059.9,Hospitality
17047,2014.03,2106.1,Hospitality
17048,2014.06,2166.6,Hospitality
17049,2014.09,2214.9,Hospitality
17050,2014.12,2265.2,Hospitality
17051,2015.03,2323,Hospitality
17052,2015.06,2368.9,Hospitality
17053,2015.09,2434.1,Hospitality
17054,2015.12,2521.4,Hospitality
17055,2016.03,2600.9,Hospitality
17056,2016.06,2682.7,Hospitality
17057,2016.09,2781.7,Hospitality
17058,2016.12,2832.5,Hospitality
17059,2017.03,2865.1,Hospitality
17060,2017.06,2922.7,Hospitality
17061,2017.09,2970.2,Hospitality
17062,2017.12,3030.4,Hospitality
17063,2018.03,3092.1,Hospitality
17064,2018.06,3094.5,Hospitality
17065,2018.09,3176.5,Hospitality
17066,2018.12,3237,Hospitality
17067,2019.03,3254.6,Hospitality
17068,2019.06,3268,Hospitality
17069,2019.09,3342.2,Hospitality
17070,2019.12,3422.1,Hospitality
17071,2020.03,,Hospitality
17072,2020.06,,Hospitality
17073,2020.09,,Hospitality
17074,2020.12,,Hospitality
17075,2021.03,,Hospitality
17076,2021.06,,Hospitality
17077,2021.09,,Hospitality
17078,2021.12,,Hospitality
17079,2022.03,,Hospitality
17080,2022.06,,Hospitality
17081,2022.09,,Hospitality
17082,2022.12,,Hospitality
17083,2002.12,220.5,Services
17084,2003.03,226,Services
17085,2003.06,229.1,Services
17086,2003.09,239.8,Services
17087,2003.12,249.2,Services
17088,2004.03,260.1,Services
17089,2004.06,271.1,Services
17090,2004.09,277.2,Services
17091,2004.12,287.6,Services
17092,2005.03,293.6,Services
17093,2005.06,309.1,Services
17094,2005.09,313.2,Services
17095,2005.12,319.7,Services
17096,2006.03,327.9,Services
17097,2006.06,334.5,Services
17098,2006.09,348.7,Services
17099,2006.12,358.8,Services
17100,2007.03,373.4,Services
17101,2007.06,377.3,Services
17102,2007.09,388.2,Services
17103,2007.12,395.4,Services
17104,2008.03,400.2,Services
17105,2008.06,414.4,Services
17106,2008.09,416.1,Services
17107,2008.12,417.6,Services
17108,2009.03,423.4,Services
17109,2009.06,431.3,Services
17110,2009.09,437.3,Services
17111,2009.12,442.8,Services
17112,2010.03,450.6,Services
17113,2010.06,447.7,Services
17114,2010.09,459.5,Services
17115,2010.12,468.3,Services
17116,2011.03,470.6,Services
17117,2011.06,479.7,Services
17118,2011.09,488.7,Services
17119,2011.12,497.9,Services
17120,2012.03,506,Services
17121,2012.06,512.4,Services
17122,2012.09,521.6,Services
17123,2012.12,528.3,Services
17124,2013.03,538.6,Services
17125,2013.06,554.7,Services
17126,2013.09,563.8,Services
17127,2013.12,613.8,Services
17128,2014.03,625.9,Services
17129,2014.06,636.7,Services
17130,2014.09,631.8,Services
17131,2014.12,652.8,Services
17132,2015.03,672.2,Services
17133,2015.06,675.3,Services
17134,2015.09,704.5,Services
17135,2015.12,699.7,Services
17136,2016.03,708.6,Services
17137,2016.06,742.8,Services
17138,2016.09,743.8,Services
17139,2016.12,753,Services
17140,2017.03,786.4,Services
17141,2017.06,802.6,Services
17142,2017.09,829.4,Services
17143,2017.12,837.4,Services
17144,2018.03,841.6,Services
17145,2018.06,866.5,Services
17146,2018.09,878.8,Services
17147,2018.12,886.9,Services
17148,2019.03,900.4,Services
17149,2019.06,901.8,Services
17150,2019.09,923.2,Services
17151,2019.12,937.3,Services
17152,2020.03,851.1,Services
17153,2020.06,625.2,Services
17154,2020.09,927.1,Services
17155,2020.12,961.8,Services
17156,2021.03,941.5,Services
17157,2021.06,995.7,Services
17158,2021.09,781.4,Services
17159,2021.12,863.9,Services
17160,2022.03,919.9,Services
17161,2022.06,983.5,Services
17162,2022.09,1039.9,Services
17163,2022.12,1053.2,Services
17164,2002.12,537.1,Apparel
17165,2003.03,545.9,Apparel
17166,2003.06,552.5,Apparel
17167,2003.09,573.2,Apparel
17168,2003.12,583.4,Apparel
17169,2004.03,588.6,Apparel
17170,2004.06,595.9,Apparel
17171,2004.09,600.7,Apparel
17172,2004.12,606.1,Apparel
17173,2005.03,619.1,Apparel
17174,2005.06,632,Apparel
17175,2005.09,641,Apparel
17176,2005.12,651.2,Apparel
17177,2006.03,657.6,Apparel
17178,2006.06,670.9,Apparel
17179,2006.09,680.7,Apparel
17180,2006.12,697.4,Apparel
17181,2007.03,724.2,Apparel
17182,2007.06,733.2,Apparel
17183,2007.09,747.7,Apparel
17184,2007.12,736.3,Apparel
17185,2008.03,723.7,Apparel
17186,2008.06,727.3,Apparel
17187,2008.09,727.2,Apparel
17188,2008.12,744.7,Apparel
17189,2009.03,763.2,Apparel
17190,2009.06,760.5,Apparel
17191,2009.09,774.7,Apparel
17192,2009.12,759.8,Apparel
17193,2010.03,767.1,Apparel
17194,2010.06,776.8,Apparel
17195,2010.09,772.4,Apparel
17196,2010.12,781.5,Apparel
17197,2011.03,781.3,Apparel
17198,2011.06,801.2,Apparel
17199,2011.09,816.4,Apparel
17200,2011.12,823,Apparel
17201,2012.03,832.1,Apparel
17202,2012.06,827.1,Apparel
17203,2012.09,828.1,Apparel
17204,2012.12,831,Apparel
17205,2013.03,822.7,Apparel
17206,2013.06,864.5,Apparel
17207,2013.09,831.8,Apparel
17208,2013.12,858.3,Apparel
17209,2014.03,851.3,Apparel
17210,2014.06,851.1,Apparel
17211,2014.09,858,Apparel
17212,2014.12,859.2,Apparel
17213,2015.03,864,Apparel
17214,2015.06,871.2,Apparel
17215,2015.09,897.3,Apparel
17216,2015.12,908.3,Apparel
17217,2016.03,907.2,Apparel
17218,2016.06,927.3,Apparel
17219,2016.09,919.1,Apparel
17220,2016.12,934.6,Apparel
17221,2017.03,951.9,Apparel
17222,2017.06,946.7,Apparel
17223,2017.09,958.9,Apparel
17224,2017.12,955.8,Apparel
17225,2018.03,947.9,Apparel
17226,2018.06,934.9,Apparel
17227,2018.09,941.4,Apparel
17228,2018.12,943.4,Apparel
17229,2019.03,950.5,Apparel
17230,2019.06,950.5,Apparel
17231,2019.09,952.9,Apparel
17232,2019.12,945.4,Apparel
17233,2020.03,821.4,Apparel
17234,2020.06,614.5,Apparel
17235,2020.09,971.6,Apparel
17236,2020.12,1017.1,Apparel
17237,2021.03,949.8,Apparel
17238,2021.06,1039.5,Apparel
17239,2021.09,771.6,Apparel
17240,2021.12,925.4,Apparel
17241,2022.03,901.6,Apparel
17242,2022.06,1010.3,Apparel
17243,2022.09,1068.8,Apparel
17244,2022.12,1083.4,Apparel
17245,2002.12,157.3,Motor vehicles excl. fuel
17246,2003.03,162.7,Motor vehicles excl. fuel
17247,2003.06,167.8,Motor vehicles excl. fuel
17248,2003.09,177.9,Motor vehicles excl. fuel
17249,2003.12,182.8,Motor vehicles excl. fuel
17250,2004.03,186.9,Motor vehicles excl. fuel
17251,2004.06,195.3,Motor vehicles excl. fuel
17252,2004.09,200,Motor vehicles excl. fuel
17253,2004.12,205.9,Motor vehicles excl. fuel
17254,2005.03,211.7,Motor vehicles excl. fuel
17255,2005.06,219.4,Motor vehicles excl. fuel
17256,2005.09,221.3,Motor vehicles excl. fuel
17257,2005.12,223.1,Motor vehicles excl. fuel
17258,2006.03,227.2,Motor vehicles excl. fuel
17259,2006.06,231.6,Motor vehicles excl. fuel
17260,2006.09,238.9,Motor vehicles excl. fuel
17261,2006.12,246.6,Motor vehicles excl. fuel
17262,2007.03,256.2,Motor vehicles excl. fuel
17263,2007.06,260.6,Motor vehicles excl. fuel
17264,2007.09,269.8,Motor vehicles excl. fuel
17265,2007.12,273.7,Motor vehicles excl. fuel
17266,2008.03,270.5,Motor vehicles excl. fuel
17267,2008.06,269.6,Motor vehicles excl. fuel
17268,2008.09,265.7,Motor vehicles excl. fuel
17269,2008.12,271.9,Motor vehicles excl. fuel
17270,2009.03,276.9,Motor vehicles excl. fuel
17271,2009.06,277.8,Motor vehicles excl. fuel
17272,2009.09,281.6,Motor vehicles excl. fuel
17273,2009.12,285,Motor vehicles excl. fuel
17274,2010.03,288.9,Motor vehicles excl. fuel
17275,2010.06,287.3,Motor vehicles excl. fuel
17276,2010.09,295.8,Motor vehicles excl. fuel
17277,2010.12,296.2,Motor vehicles excl. fuel
17278,2011.03,299.4,Motor vehicles excl. fuel
17279,2011.06,309.1,Motor vehicles excl. fuel
17280,2011.09,313.1,Motor vehicles excl. fuel
17281,2011.12,318.5,Motor vehicles excl. fuel
17282,2012.03,324.6,Motor vehicles excl. fuel
17283,2012.06,328.6,Motor vehicles excl. fuel
17284,2012.09,336,Motor vehicles excl. fuel
17285,2012.12,342.6,Motor vehicles excl. fuel
17286,2013.03,349.5,Motor vehicles excl. fuel
17287,2013.06,359.7,Motor vehicles excl. fuel
17288,2013.09,365.8,Motor vehicles excl. fuel
17289,2013.12,382,Motor vehicles excl. fuel
17290,2014.03,387.8,Motor vehicles excl. fuel
17291,2014.06,397.9,Motor vehicles excl. fuel
17292,2014.09,401.8,Motor vehicles excl. fuel
17293,2014.12,409.1,Motor vehicles excl. fuel
17294,2015.03,427.6,Motor vehicles excl. fuel
17295,2015.06,430.1,Motor vehicles excl. fuel
17296,2015.09,448.6,Motor vehicles excl. fuel
17297,2015.12,456.3,Motor vehicles excl. fuel
17298,2016.03,458.3,Motor vehicles excl. fuel
17299,2016.06,479.9,Motor vehicles excl. fuel
17300,2016.09,479.6,Motor vehicles excl. fuel
17301,2016.12,485.3,Motor vehicles excl. fuel
17302,2017.03,493.4,Motor vehicles excl. fuel
17303,2017.06,500.5,Motor vehicles excl. fuel
17304,2017.09,506,Motor vehicles excl. fuel
17305,2017.12,515.2,Motor vehicles excl. fuel
17306,2018.03,519.6,Motor vehicles excl. fuel
17307,2018.06,522.7,Motor vehicles excl. fuel
17308,2018.09,526.2,Motor vehicles excl. fuel
17309,2018.12,531.4,Motor vehicles excl. fuel
17310,2019.03,541.1,Motor vehicles excl. fuel
17311,2019.06,537.5,Motor vehicles excl. fuel
17312,2019.09,552.6,Motor vehicles excl. fuel
17313,2019.12,558.8,Motor vehicles excl. fuel
17314,2020.03,521.2,Motor vehicles excl. fuel
