Id,Period,Data_value,Series_title_2
5069,2003.05,2920.1,Total
5070,2003.06,2951,Total
5071,2003.07,2983.3,Total
5072,2003.08,3014,Total
5073,2003.09,3044.5,Total
5074,2003.10,3078.1,Total
5075,2003.11,3114.6,Total
5076,2003.12,3151.8,Total
5077,2004.01,3185.2,Total
5078,2004.02,3214.3,Total
5079,2004.03,3241.3,Total
5080,2004.04,3267.8,Total
5081,2004.05,3292.8,Total
5082,2004.06,3316.9,Total
5083,2004.07,3339.5,Total
5084,2004.08,3361.9,Total
5085,2004.09,3383.4,Total
5086,2004.10,3403.8,Total
5087,2004.11,3426.7,Total
5088,2004.12,3450.7,Total
5089,2005.01,3476.9,Total
5090,2005.02,3503.7,Total
5091,2005.03,3529.2,Total
5092,2005.04,3555.3,Total
5093,2005.05,3581.7,Total
5094,2005.06,3608.1,Total
5095,2005.07,3634.8,Total
5096,2005.08,3662,Total
5097,2005.09,3689.6,Total
5098,2005.10,3714.6,Total
5099,2005.11,3735.6,Total
5100,2005.12,3755.1,Total
5101,2006.01,3777.9,Total
5102,2006.02,3809.4,Total
5103,2006.03,3849.7,Total
5104,2006.04,3890.9,Total
5105,2006.05,3929.2,Total
5106,2006.06,3958.5,Total
5107,2006.07,3980.3,Total
5108,2006.08,3999.8,Total
5109,2006.09,4023.3,Total
5110,2006.10,4052.9,Total
5111,2006.11,4086.3,Total
5112,2006.12,4123.5,Total
5113,2007.01,4160.3,Total
5114,2007.02,4190.7,Total
5115,2007.03,4218.4,Total
5116,2007.04,4243.4,Total
5117,2007.05,4266,Total
5118,2007.06,4290,Total
5119,2007.07,4316.1,Total
5120,2007.08,4342.7,Total
5121,2007.09,4371.7,Total
5122,2007.10,4407.2,Total
5123,2007.11,4443.1,Total
5124,2007.12,4466.9,Total
5125,2008.01,4477.7,Total
5126,2008.02,4483.2,Total
5127,2008.03,4488.2,Total
5128,2008.04,4499.1,Total
5129,2008.05,4514.7,Total
5130,2008.06,4533.5,Total
5131,2008.07,4552.3,Total
5132,2008.08,4567.9,Total
5133,2008.09,4573.1,Total
5134,2008.10,4560,Total
5135,2008.11,4537.2,Total
5136,2008.12,4522.2,Total
5137,2009.01,4521.4,Total
5138,2009.02,4535.6,Total
5139,2009.03,4554.7,Total
5140,2009.04,4570.3,Total
5141,2009.05,4584,Total
5142,2009.06,4603.2,Total
5143,2009.07,4628.1,Total
5144,2009.08,4647.5,Total
5145,2009.09,4659.5,Total
5146,2009.10,4668.4,Total
5147,2009.11,4679.6,Total
5148,2009.12,4699.3,Total
5149,2010.01,4720.7,Total
5150,2010.02,4733.3,Total
5151,2010.03,4739,Total
5152,2010.04,4746.2,Total
5153,2010.05,4758.5,Total
5154,2010.06,4776.9,Total
5155,2010.07,4801.4,Total
5156,2010.08,4832.2,Total
5157,2010.09,4866.1,Total
5158,2010.10,4902.1,Total
5159,2010.11,4934.4,Total
5160,2010.12,4961.3,Total
5161,2011.01,4993.1,Total
5162,2011.02,5030.3,Total
5163,2011.03,5064.4,Total
5164,2011.04,5094.6,Total
5165,2011.05,5116.5,Total
5166,2011.06,5128.9,Total
5167,2011.07,5141.4,Total
5168,2011.08,5163.5,Total
5169,2011.09,5189.5,Total
5170,2011.10,5214.6,Total
5171,2011.11,5237.4,Total
5172,2011.12,5255.4,Total
5173,2012.01,5267.5,Total
5174,2012.02,5283.7,Total
5175,2012.03,5307,Total
5176,2012.04,5330.3,Total
5177,2012.05,5353.1,Total
5178,2012.06,5379.2,Total
5179,2012.07,5403.8,Total
5180,2012.08,5424.1,Total
5181,2012.09,5439.1,Total
5182,2012.10,5454.7,Total
5183,2012.11,5476.5,Total
5184,2012.12,5504.1,Total
5185,2013.01,5536.3,Total
5186,2013.02,5563.5,Total
5187,2013.03,5585.8,Total
5188,2013.04,5612.4,Total
5189,2013.05,5649.1,Total
5190,2013.06,5687.7,Total
5191,2013.07,5720.1,Total
5192,2013.08,5744,Total
5193,2013.09,5767.7,Total
5194,2013.10,5790.6,Total
5195,2013.11,5817.1,Total
5196,2013.12,5841.6,Total
5197,2014.01,5859.2,Total
5198,2014.02,5875.2,Total
5199,2014.03,5897.4,Total
5200,2014.04,5921.6,Total
5201,2014.05,5944.2,Total
5202,2014.06,5959.2,Total
5203,2014.07,5970.8,Total
5204,2014.08,5987,Total
5205,2014.09,6013.8,Total
5206,2014.10,6045.1,Total
5207,2014.11,6066.4,Total
5208,2014.12,6083,Total
5209,2015.01,6095.8,Total
5210,2015.02,6111.6,Total
5211,2015.03,6136.9,Total
5212,2015.04,6171,Total
5213,2015.05,6211.5,Total
5214,2015.06,6259.3,Total
5215,2015.07,6307.6,Total
5216,2015.08,6343,Total
5217,2015.09,6366.3,Total
5218,2015.10,6391.6,Total
5219,2015.11,6417.7,Total
5220,2015.12,6438.7,Total
5221,2016.01,6454,Total
5222,2016.02,6465.2,Total
5223,2016.03,6481.5,Total
5224,2016.04,6518,Total
5225,2016.05,6570.5,Total
5226,2016.06,6617,Total
5227,2016.07,6651.2,Total
5228,2016.08,6676.9,Total
5229,2016.09,6704,Total
5230,2016.10,6741.6,Total
5231,2016.11,6805,Total
5232,2016.12,6886.1,Total
5233,2017.01,6975,Total
5234,2017.02,7062.7,Total
5235,2017.03,7132.4,Total
5236,2017.04,7170.6,Total
5237,2017.05,7185.2,Total
5238,2017.06,7187.4,Total
5239,2017.07,7189.5,Total
5240,2017.08,7206.3,Total
5241,2017.09,7249.4,Total
5242,2017.10,7310,Total
5243,2017.11,7370,Total
5244,2017.12,7419.5,Total
5245,2018.01,7449,Total
5246,2018.02,7461.6,Total
5247,2018.03,7472.9,Total
5248,2018.04,7488.9,Total
5249,2018.05,7505.1,Total
5250,2018.06,7531.2,Total
5251,2018.07,7574.9,Total
5252,2018.08,7626.5,Total
5253,2018.09,7660.1,Total
5254,2018.10,7672.4,Total
5255,2018.11,7670.8,Total
5256,2018.12,7671.2,Total
5257,2019.01,7693.6,Total
5258,2019.02,7729.2,Total
5259,2019.03,7755.4,Total
5260,2019.04,7761.7,Total
5261,2019.05,7758.3,Total
5262,2019.06,7760.2,Total
5263,2019.07,7772.1,Total
5264,2019.08,7801.5,Total
5265,2019.09,7842.4,Total
5266,2019.10,7883.8,Total
5267,2019.11,7927.4,Total
5268,2019.12,7967.1,Total
5269,2020.01,8000.3,Total
5270,2020.02,8021.3,Total
5271,2020.03,,Total
5272,2020.04,,Total
5273,2020.05,,Total
5274,2020.06,,Total
5275,2020.07,,Total
5276,2020.08,,Total
5277,2020.09,,Total
5278,2020.10,,Total
5279,2020.11,,Total
5280,2020.12,,Total
5281,2021.01,,Total
5282,2021.02,,Total
5283,2021.03,,Total
5284,2021.04,,Total
5285,2021.05,,Total
5286,2021.06,,Total
5287,2021.07,,Total
5288,2021.08,,Total
5289,2021.09,,Total
5290,2021.10,,Total
5291,2021.11,,Total
5292,2021.12,,Total
5293,2022.01,,Total
5294,2022.02,,Total
5295,2022.03,,Total
5296,2022.04,,Total
5297,2022.05,,Total
5298,2022.06,,Total
5299,2022.07,,Total
5300,2022.08,,Total
5301,2022.09,,Total
5302,2022.10,,Total
5303,2022.11,,Total
5304,2022.12,,Total
5305,2002.08,,Credit
5306,2002.09,,Credit
5307,2002.10,1233.7,Credit
5308,2002.11,1244.8,Credit
5309,2002.12,1254.6,Credit
5310,2003.01,1261.9,Credit
5311,2003.02,1264.5,Credit
5312,2003.03,1263.2,Credit
5313,2003.04,1264.1,Credit
5314,2003.05,1270.7,Credit
5315,2003.06,1283.4,Credit
5316,2003.07,1298.7,Credit
5317,2003.08,1314.6,Credit
5318,2003.09,1331.8,Credit
5319,2003.10,1353,Credit
5320,2003.11,1377.7,Credit
5321,2003.12,1402.9,Credit
5322,2004.01,1424.7,Credit
5323,2004.02,1442.6,Credit
5324,2004.03,1457.9,Credit
5325,2004.04,1472.1,Credit
5326,2004.05,1485.4,Credit
5327,2004.06,1498,Credit
5328,2004.07,1509.8,Credit
5329,2004.08,1522.1,Credit
5330,2004.09,1535.5,Credit
5331,2004.10,1548.1,Credit
5332,2004.11,1560.4,Credit
5333,2004.12,1570.3,Credit
5334,2005.01,1579.9,Credit
5335,2005.02,1590.1,Credit
5336,2005.03,1602,Credit
5337,2005.04,1615.8,Credit
5338,2005.05,1630.2,Credit
5339,2005.06,1643.3,Credit
5340,2005.07,1656.1,Credit
5341,2005.08,1668.6,Credit
5342,2005.09,1679.4,Credit
5343,2005.10,1687.3,Credit
5344,2005.11,1694.5,Credit
5345,2005.12,1705.1,Credit
5346,2006.01,1720.8,Credit
5347,2006.02,1742.6,Credit
5348,2006.03,1767.6,Credit
5349,2006.04,1789,Credit
5350,2006.05,1806.2,Credit
5351,2006.06,1819.4,Credit
5352,2006.07,1829.8,Credit
5353,2006.08,1839,Credit
5354,2006.09,1849.2,Credit
5355,2006.10,1861.2,Credit
5356,2006.11,1872.9,Credit
5357,2006.12,1886.4,Credit
5358,2007.01,1900.3,Credit
5359,2007.02,1911.1,Credit
5360,2007.03,1920.1,Credit
5361,2007.04,1928.7,Credit
5362,2007.05,1937.6,Credit
5363,2007.06,1948.1,Credit
5364,2007.07,1959.7,Credit
5365,2007.08,1972.4,Credit
5366,2007.09,1987.5,Credit
5367,2007.10,2008,Credit
5368,2007.11,2029,Credit
5369,2007.12,2042,Credit
5370,2008.01,2046.5,Credit
5371,2008.02,2047.8,Credit
5372,2008.03,2050.6,Credit
5373,2008.04,2058.7,Credit
5374,2008.05,2068.1,Credit
5375,2008.06,2075.5,Credit
5376,2008.07,2079.4,Credit
5377,2008.08,2077.7,Credit
5378,2008.09,2066.2,Credit
5379,2008.10,2041.4,Credit
5380,2008.11,2011.8,Credit
5381,2008.12,1989.6,Credit
5382,2009.01,1980.7,Credit
5383,2009.02,1982.5,Credit
5384,2009.03,1985.4,Credit
5385,2009.04,1984.7,Credit
5386,2009.05,1984.9,Credit
5387,2009.06,1990.2,Credit
5388,2009.07,1999.2,Credit
5389,2009.08,2004.9,Credit
5390,2009.09,2007.2,Credit
5391,2009.10,2009.6,Credit
5392,2009.11,2014.4,Credit
5393,2009.12,2023.6,Credit
5394,2010.01,2031.5,Credit
5395,2010.02,2033.7,Credit
5396,2010.03,2033.3,Credit
5397,2010.04,2033.5,Credit
5398,2010.05,2035.1,Credit
5399,2010.06,2039.2,Credit
5400,2010.07,2046.3,Credit
5401,2010.08,2056.2,Credit
5402,2010.09,2066.1,Credit
5403,2010.10,2077.1,Credit
5404,2010.11,2088.2,Credit
5405,2010.12,2097.8,Credit
5406,2011.01,2108.8,Credit
5407,2011.02,2121.3,Credit
5408,2011.03,2131.8,Credit
5409,2011.04,2142.3,Credit
5410,2011.05,2151,Credit
5411,2011.06,2156.7,Credit
5412,2011.07,2162.4,Credit
5413,2011.08,2172.5,Credit
5414,2011.09,2187.5,Credit
5415,2011.10,2204.5,Credit
5416,2011.11,2218.5,Credit
5417,2011.12,2226.5,Credit
5418,2012.01,2226.4,Credit
5419,2012.02,2226.4,Credit
5420,2012.03,2231.3,Credit
5421,2012.04,2237.1,Credit
5422,2012.05,2242.6,Credit
5423,2012.06,2250.5,Credit
5424,2012.07,2261,Credit
5425,2012.08,2274.2,Credit
5426,2012.09,2288,Credit
5427,2012.10,2300.6,Credit
5428,2012.11,2312.1,Credit
5429,2012.12,2322.8,Credit
5430,2013.01,2337.5,Credit
5431,2013.02,2353.3,Credit
5432,2013.03,2369.9,Credit
5433,2013.04,2390.7,Credit
5434,2013.05,2416.1,Credit
5435,2013.06,2439.9,Credit
5436,2013.07,2458.7,Credit
5437,2013.08,2470.9,Credit
5438,2013.09,2482.2,Credit
5439,2013.10,2493.9,Credit
5440,2013.11,2510.2,Credit
5441,2013.12,2527.6,Credit
5442,2014.01,2539.2,Credit
5443,2014.02,2544.4,Credit
5444,2014.03,2549.6,Credit
5445,2014.04,2557.4,Credit
5446,2014.05,2569.7,Credit
5447,2014.06,2582.6,Credit
5448,2014.07,2594.9,Credit
5449,2014.08,2608.7,Credit
5450,2014.09,2627.1,Credit
5451,2014.10,2646.9,Credit
5452,2014.11,2660.4,Credit
5453,2014.12,2669.6,Credit
5454,2015.01,2680.2,Credit
5455,2015.02,2696.6,Credit
5456,2015.03,2720.3,Credit
5457,2015.04,2748.2,Credit
5458,2015.05,2778.7,Credit
5459,2015.06,2811.2,Credit
5460,2015.07,2843.2,Credit
5461,2015.08,2868.6,Credit
5462,2015.09,2888.1,Credit
5463,2015.10,2909,Credit
5464,2015.11,2931.8,Credit
5465,2015.12,2949.6,Credit
5466,2016.01,2961.3,Credit
5467,2016.02,2972,Credit
5468,2016.03,2989.3,Credit
5469,2016.04,3019,Credit
5470,2016.05,3053.4,Credit
5471,2016.06,3081.4,Credit
5472,2016.07,3103.7,Credit
5473,2016.08,3131.3,Credit
5474,2016.09,3173.9,Credit
5475,2016.10,3231.1,Credit
5476,2016.11,3304.8,Credit
5477,2016.12,3390,Credit
5478,2017.01,3478.4,Credit
5479,2017.02,3562.1,Credit
5480,2017.03,3626.8,Credit
5481,2017.04,3666.9,Credit
5482,2017.05,3689.6,Credit
5483,2017.06,3710.5,Credit
5484,2017.07,3737.8,Credit
5485,2017.08,3770,Credit
5486,2017.09,3805.2,Credit
5487,2017.10,3844,Credit
5488,2017.11,3889.1,Credit
5489,2017.12,3943.3,Credit
5490,2018.01,3994.4,Credit
5491,2018.02,4031.1,Credit
5492,2018.03,4049.4,Credit
5493,2018.04,4058.7,Credit
5494,2018.05,4069.4,Credit
5495,2018.06,4092.4,Credit
5496,2018.07,4130.7,Credit
5497,2018.08,4174.7,Credit
5498,2018.09,4206.3,Credit
5499,2018.10,4226.6,Credit
5500,2018.11,4242.4,Credit
5501,2018.12,4264.9,Credit
5502,2019.01,4297.7,Credit
5503,2019.02,4325.7,Credit
5504,2019.03,4335.1,Credit
5505,2019.04,4322.3,Credit
5506,2019.05,4305.3,Credit
5507,2019.06,4302,Credit
5508,2019.07,4309.6,Credit
5509,2019.08,4330.9,Credit
5510,2019.09,4361.8,Credit
5511,2019.10,4400.1,Credit
5512,2019.11,4444.6,Credit
5513,2019.12,4486.7,Credit
5514,2020.01,4529.7,Credit
5515,2020.02,4576.9,Credit
5516,2020.03,,Credit
5517,2020.04,,Credit
5518,2020.05,,Credit
5519,2020.06,,Credit
5520,2020.07,,Credit
5521,2020.08,,Credit
5522,2020.09,,Credit
5523,2020.10,,Credit
5524,2020.11,,Credit
5525,2020.12,,Credit
5526,2021.01,,Credit
5527,2021.02,,Credit
5528,2021.03,,Credit
5529,2021.04,,Credit
5530,2021.05,,Credit
5531,2021.06,,Credit
5532,2021.07,,Credit
5533,2021.08,,Credit
5534,2021.09,,Credit
5535,2021.10,,Credit
5536,2021.11,,Credit
5537,2021.12,,Credit
5538,2022.01,,Credit
5539,2022.02,,Credit
5540,2022.03,,Credit
5541,2022.04,,Credit
5542,2022.05,,Credit
5543,2022.06,,Credit
5544,2022.07,,Credit
5545,2022.08,,Credit
5546,2022.09,,Credit
5547,2022.10,,Credit
5548,2022.11,,Credit
5549,2022.12,,Credit
5550,2002.08,,Debit
5551,2002.09,,Debit
5552,2002.10,1591.7,Debit
5553,2002.11,1595.4,Debit
5554,2002.12,1599.6,Debit
5555,2003.01,1604,Debit
5556,2003.02,1609.7,Debit
5557,2003.03,1619,Debit
5558,2003.04,1632.3,Debit
5559,2003.05,1649,Debit
5560,2003.06,1666.7,Debit
5561,2003.07,1683.5,Debit
5562,2003.08,1697.4,Debit
5563,2003.09,1710.2,Debit
5564,2003.10,1723.6,Debit
5565,2003.11,1735.9,Debit
5566,2003.12,1746.7,Debit
5567,2004.01,1756.9,Debit
5568,2004.02,1767.9,Debit
5569,2004.03,1780.7,Debit
5570,2004.04,1794.4,Debit
5571,2004.05,1807.5,Debit
5572,2004.06,1818.9,Debit
5573,2004.07,1828.7,Debit
5574,2004.08,1838.3,Debit
5575,2004.09,1846.9,Debit
5576,2004.10,1855.4,Debit
5577,2004.11,1866.8,Debit
5578,2004.12,1881.4,Debit
5579,2005.01,1898.1,Debit
5580,2005.02,1913.1,Debit
5581,2005.03,1924.5,Debit
5582,2005.04,1934.8,Debit
5583,2005.05,1945.7,Debit
5584,2005.06,1959.5,Debit
5585,2005.07,1975.5,Debit
5586,2005.08,1992.7,Debit
5587,2005.09,2009.1,Debit
5588,2005.10,2023.8,Debit
5589,2005.11,2036,Debit
5590,2005.12,2045.1,Debit
5591,2006.01,2053.5,Debit
5592,2006.02,2064.6,Debit
5593,2006.03,2081,Debit
5594,2006.04,2101.4,Debit
5595,2006.05,2122.7,Debit
5596,2006.06,2139.8,Debit
5597,2006.07,2152.4,Debit
5598,2006.08,2163.6,Debit
5599,2006.09,2177.3,Debit
5600,2006.10,2194.6,Debit
5601,2006.11,2215.1,Debit
5602,2006.12,2236.6,Debit
5603,2007.01,2258.2,Debit
5604,2007.02,2278.5,Debit
5605,2007.03,2298,Debit
5606,2007.04,2315.2,Debit
5607,2007.05,2330.1,Debit
5608,2007.06,2344.1,Debit
5609,2007.07,2357.5,Debit
5610,2007.08,2369.5,Debit
5611,2007.09,2382.5,Debit
5612,2007.10,2397.2,Debit
5613,2007.11,2412.7,Debit
5614,2007.12,2425.3,Debit
5615,2008.01,2432.8,Debit
5616,2008.02,2437,Debit
5617,2008.03,2440.8,Debit
5618,2008.04,2447.4,Debit
5619,2008.05,2456.5,Debit
5620,2008.06,2468,Debit
5621,2008.07,2482.2,Debit
5622,2008.08,2498.7,Debit
5623,2008.09,2514.5,Debit
5624,2008.10,2525.3,Debit
5625,2008.11,2530.5,Debit
5626,2008.12,2534.4,Debit
5627,2009.01,2540.9,Debit
5628,2009.02,2553.8,Debit
5629,2009.03,2571,Debit
5630,2009.04,2587.1,Debit
5631,2009.05,2600,Debit
5632,2009.06,2613.4,Debit
5633,2009.07,2628,Debit
5634,2009.08,2640.1,Debit
5635,2009.09,2649,Debit
5636,2009.10,2656.1,Debit
5637,2009.11,2664.1,Debit
5638,2009.12,2677.8,Debit
5639,2010.01,2692.9,Debit
5640,2010.02,2701.7,Debit
5641,2010.03,2703.6,Debit
5642,2010.04,2706.7,Debit
5643,2010.05,2716.6,Debit
5644,2010.06,2732.9,Debit
5645,2010.07,2754.7,Debit
5646,2010.08,2780.8,Debit
5647,2010.09,2808,Debit
5648,2010.10,2834,Debit
5649,2010.11,2853.5,Debit
5650,2010.12,2867.8,Debit
5651,2011.01,2884.2,Debit
5652,2011.02,2906.1,Debit
5653,2011.03,2929.4,Debit
5654,2011.04,2949.2,Debit
5655,2011.05,2963.1,Debit
5656,2011.06,2971.7,Debit
5657,2011.07,2979.4,Debit
5658,2011.08,2990,Debit
5659,2011.09,2998.4,Debit
5660,2011.10,3005.6,Debit
5661,2011.11,3015.8,Debit
5662,2011.12,3028.5,Debit
5663,2012.01,3042.1,Debit
5664,2012.02,3058.7,Debit
5665,2012.03,3077,Debit
5666,2012.04,3092.5,Debit
5667,2012.05,3104.7,Debit
5668,2012.06,3116.6,Debit
5669,2012.07,3126.1,Debit
5670,2012.08,3134.6,Debit
5671,2012.09,3142.5,Debit
5672,2012.10,3151.9,Debit
5673,2012.11,3165.6,Debit
5674,2012.12,3182.9,Debit
5675,2013.01,3200.9,Debit
5676,2013.02,3212.1,Debit
5677,2013.03,3216.8,Debit
5678,2013.04,3221.6,Debit
5679,2013.05,3231.9,Debit
5680,2013.06,3247.1,Debit
5681,2013.07,3261.9,Debit
5682,2013.08,3273,Debit
5683,2013.09,3284.4,Debit
5684,2013.10,3295.6,Debit
5685,2013.11,3308.1,Debit
5686,2013.12,3319.6,Debit
5687,2014.01,3327.7,Debit
5688,2014.02,3334.4,Debit
5689,2014.03,3343.3,Debit
5690,2014.04,3353.7,Debit
5691,2014.05,3364.7,Debit
5692,2014.06,3372.3,Debit
5693,2014.07,3377.6,Debit
5694,2014.08,3381.3,Debit
5695,2014.09,3386.5,Debit
5696,2014.10,3394.3,Debit
5697,2014.11,3401.3,Debit
5698,2014.12,3410.7,Debit
5699,2015.01,3419.9,Debit
5700,2015.02,3428.2,Debit
5701,2015.03,3436.2,Debit
5702,2015.04,3442.6,Debit
5703,2015.05,3447.8,Debit
5704,2015.06,3455.4,Debit
5705,2015.07,3464.9,Debit
5706,2015.08,3471,Debit
5707,2015.09,3473.8,Debit
5708,2015.10,3478,Debit
5709,2015.11,3483.8,Debit
5710,2015.12,3489.9,Debit
5711,2016.01,3498.5,Debit
5712,2016.02,3506.9,Debit
5713,2016.03,3513.2,Debit
5714,2016.04,3521.8,Debit
5715,2016.05,3531.1,Debit
5716,2016.06,3534.7,Debit
5717,2016.07,3533.1,Debit
5718,2016.08,3528.1,Debit
5719,2016.09,3519.4,Debit
5720,2016.10,3509.4,Debit
5721,2016.11,3506.1,Debit
5722,2016.12,3504.5,Debit
5723,2017.01,3501.1,Debit
5724,2017.02,3498.4,Debit
5725,2017.03,3497,Debit
5726,2017.04,3493.2,Debit
5727,2017.05,3486.9,Debit
5728,2017.06,3478.7,Debit
5729,2017.07,3468.9,Debit
5730,2017.08,3465.1,Debit
5731,2017.09,3472.8,Debit
5732,2017.10,3482.6,Debit
5733,2017.11,3480.8,Debit
5734,2017.12,3467.8,Debit
5735,2018.01,3448.9,Debit
5736,2018.02,3431.9,Debit
5737,2018.03,3423.3,Debit
5738,2018.04,3424.4,Debit
5739,2018.05,3431,Debit
5740,2018.06,3439.2,Debit
5741,2018.07,3448.5,Debit
5742,2018.08,3453,Debit
5743,2018.09,3445.2,Debit
5744,2018.10,3431.6,Debit
5745,2018.11,3418.9,Debit
5746,2018.12,3414.1,Debit
5747,2019.01,3419,Debit
5748,2019.02,3428.4,Debit
5749,2019.03,3434.5,Debit
5750,2019.04,3433.1,Debit
5751,2019.05,3430.9,Debit
5752,2019.06,3437.3,Debit
5753,2019.07,3453.7,Debit
5754,2019.08,3474.1,Debit
5755,2019.09,3487.5,Debit
5756,2019.10,3487.5,Debit
5757,2019.11,3477,Debit
5758,2019.12,3463,Debit
5759,2020.01,3449,Debit
5760,2020.02,3430.2,Debit
5761,2020.03,,Debit
5762,2020.04,,Debit
5763,2020.05,,Debit
5764,2020.06,,Debit
5765,2020.07,,Debit
5766,2020.08,,Debit
5767,2020.09,,Debit
5768,2020.10,,Debit
5769,2020.11,,Debit
5770,2020.12,,Debit
5771,2021.01,,Debit
5772,2021.02,,Debit
5773,2021.03,,Debit
5774,2021.04,,Debit
5775,2021.05,,Debit
5776,2021.06,,Debit
5777,2021.07,,Debit
5778,2021.08,,Debit
5779,2021.09,,Debit
5780,2021.10,,Debit
5781,2021.11,,Debit
5782,2021.12,,Debit
5783,2022.01,,Debit
5784,2022.02,,Debit
5785,2022.03,,Debit
5786,2022.04,,Debit
5787,2022.05,,Debit
5788,2022.06,,Debit
5789,2022.07,,Debit
5790,2022.08,,Debit
5791,2022.09,,Debit
5792,2022.10,,Debit
5793,2022.11,,Debit
5794,2022.12,,Debit
5795,2000.01,,Consumables
5796,2000.02,,Consumables
5797,2000.03,,Consumables
5798,2000.04,,Consumables
5799,2000.05,,Consumables
5800,2000.06,,Consumables
5801,2000.07,,Consumables
5802,2000.08,,Consumables
5803,2000.09,,Consumables
5804,2000.10,,Consumables
5805,2000.11,,Consumables
5806,2000.12,,Consumables
5807,2001.01,,Consumables
5808,2001.02,,Consumables
5809,2001.03,,Consumables
5810,2001.04,,Consumables
5811,2001.05,,Consumables
5812,2001.06,,Consumables
5813,2001.07,,Consumables
5814,2001.08,,Consumables
5815,2001.09,,Consumables
5816,2001.10,,Consumables
5817,2001.11,,Consumables
5818,2001.12,,Consumables
5819,2002.01,,Consumables
5820,2002.02,,Consumables
5821,2002.03,,Consumables
5822,2002.04,,Consumables
5823,2002.05,,Consumables
5824,2002.06,,Consumables
5825,2002.07,,Consumables
5826,2002.08,,Consumables
5827,2002.09,,Consumables
5828,2002.10,773.7,Consumables
5829,2002.11,778.7,Consumables
5830,2002.12,910.6,Consumables
5831,2003.01,776.8,Consumables
5832,2003.02,724.6,Consumables
5833,2003.03,782.5,Consumables
5834,2003.04,755.9,Consumables
5835,2003.05,786.7,Consumables
5836,2003.06,737.8,Consumables
5837,2003.07,782,Consumables
5838,2003.08,804.5,Consumables
5839,2003.09,765.8,Consumables
5840,2003.10,839.1,Consumables
5841,2003.11,833,Consumables
5842,2003.12,980.9,Consumables
5843,2004.01,840.2,Consumables
5844,2004.02,793,Consumables
5845,2004.03,835,Consumables
5846,2004.04,819.9,Consumables
5847,2004.05,829.8,Consumables
5848,2004.06,797.5,Consumables
5849,2004.07,846.9,Consumables
5850,2004.08,836.9,Consumables
5851,2004.09,827.8,Consumables
5852,2004.10,875.2,Consumables
5853,2004.11,894.3,Consumables
5854,2004.12,1068.2,Consumables
5855,2005.01,902.2,Consumables
5856,2005.02,849.2,Consumables
5857,2005.03,923.6,Consumables
5858,2005.04,886.2,Consumables
5859,2005.05,894.9,Consumables
5860,2005.06,878.5,Consumables
5861,2005.07,909.2,Consumables
5862,2005.08,912.9,Consumables
5863,2005.09,914.1,Consumables
5864,2005.10,970.3,Consumables
5865,2005.11,980,Consumables
5866,2005.12,1154.6,Consumables
5867,2006.01,963.9,Consumables
5868,2006.02,903.1,Consumables
5869,2006.03,992.5,Consumables
5870,2006.04,968.1,Consumables
5871,2006.05,974.9,Consumables
5872,2006.06,950.7,Consumables
5873,2006.07,979.1,Consumables
5874,2006.08,993.8,Consumables
5875,2006.09,978.7,Consumables
5876,2006.10,1049.2,Consumables
5877,2006.11,1069,Consumables
5878,2006.12,1257.3,Consumables
5879,2007.01,1046.1,Consumables
5880,2007.02,997.6,Consumables
5881,2007.03,1094,Consumables
5882,2007.04,1034.4,Consumables
5883,2007.05,1061.5,Consumables
5884,2007.06,1028.1,Consumables
5885,2007.07,1045.1,Consumables
5886,2007.08,1080.1,Consumables
5887,2007.09,1057.8,Consumables
5888,2007.10,1115,Consumables
5889,2007.11,1142.8,Consumables
5890,2007.12,1340.3,Consumables
5891,2008.01,1131.9,Consumables
5892,2008.02,1096.5,Consumables
5893,2008.03,1166,Consumables
5894,2008.04,1089.4,Consumables
5895,2008.05,1134.9,Consumables
5896,2008.06,1062.2,Consumables
5897,2008.07,1108.8,Consumables
5898,2008.08,1155.4,Consumables
5899,2008.09,1131.9,Consumables
5900,2008.10,1220,Consumables
5901,2008.11,1238.4,Consumables
5902,2008.12,1440,Consumables
5903,2009.01,1244.3,Consumables
5904,2009.02,1141.5,Consumables
5905,2009.03,1236.4,Consumables
5906,2009.04,1214.8,Consumables
5907,2009.05,1239.8,Consumables
5908,2009.06,1176.4,Consumables
5909,2009.07,1232.7,Consumables
5910,2009.08,1248.4,Consumables
5911,2009.09,1219.5,Consumables
5912,2009.10,1298.2,Consumables
5913,2009.11,1275.6,Consumables
5914,2009.12,1530,Consumables
5915,2010.01,1281.9,Consumables
5916,2010.02,1195.4,Consumables
5917,2010.03,1310.7,Consumables
5918,2010.04,1240.5,Consumables
5919,2010.05,1263.4,Consumables
5920,2010.06,1210.3,Consumables
5921,2010.07,1283.8,Consumables
5922,2010.08,1276.9,Consumables
5923,2010.09,1283.9,Consumables
5924,2010.10,1392.7,Consumables
5925,2010.11,1384.3,Consumables
5926,2010.12,1651,Consumables
5927,2011.01,1378.6,Consumables
5928,2011.02,1295.5,Consumables
5929,2011.03,1414.8,Consumables
5930,2011.04,1384.3,Consumables
5931,2011.05,1374.9,Consumables
5932,2011.06,1345.4,Consumables
5933,2011.07,1400.3,Consumables
5934,2011.08,1398.7,Consumables
5935,2011.09,1402,Consumables
5936,2011.10,1474.4,Consumables
5937,2011.11,1451.9,Consumables
5938,2011.12,1742.5,Consumables
5939,2012.01,1441.3,Consumables
5940,2012.02,1405.3,Consumables
